Step,Value
495,-8
496,-8
497,-8
498,-8
499,-8
500,-8
501,-8
502,-8
503,-8
504,-8
505,-8
506,-8
507,-8
508,-8
509,-8
510,-8
511,-8
512,-8
513,-8
514,-8
515,-8
516,-8
517,-8
518,-8
519,-8
520,-8
521,-8
522,-8
523,-8
524,-8
525,-8
526,-8
527,-8
528,-8
529,-8
530,-8
531,-8
532,-8
533,-8
534,-8
535,-8
536,-8
537,-8
538,-8
539,-8
540,-8
541,-8
542,-8
543,-8
544,-8
545,-8
546,-8
547,-8
548,-8
549,-8
550,-8
551,-8
552,-8
553,-8
554,-8
555,-8
556,-8
557,-8
558,-8
559,-8
560,-8
561,-8
562,-8
563,-8
564,-8
565,-8
566,-8
567,-8
568,-8
569,-8
570,-8
571,-8
572,-8
573,-8
574,-8
575,-8
576,-8
577,-8
578,-8
579,-8
580,-8
581,-8
582,-8
583,-8
584,-8
585,-8
586,-8
587,-8
588,-8
589,-8
590,-8
591,-8
592,-8
593,-8
594,-8
595,-8
596,-8
597,-8
598,-8
599,-8
600,-8
601,-8
602,-8
603,-8
604,-8
605,-8
606,-8
607,-8
608,-8
609,-8
610,-8
611,-8
612,-8
613,-8
614,-8
615,-8
616,-8
617,-8
618,-8
619,-8
620,-8
621,-8
622,-8
623,-8
624,-8
625,-8
626,-8
627,-8
628,-8
629,-8
630,-8
631,-8
632,-8
633,-8
634,-8
635,-8
636,-8
637,-8
638,-8
639,-8
640,-8
641,-8
642,-8
643,-8
644,-8
645,-8
646,-8
647,-8
648,-8
649,-8
650,-8
651,-8
652,-8
653,-8
654,-8
655,-8
656,-8
657,-8
658,-8
659,-8
660,-8
661,-8
662,-8
663,-8
664,-8
665,-8
666,-8
667,-8
668,-8
669,-8
670,-8
671,-8
672,-8
673,-8
674,-8
675,-8
676,-8
677,-8
678,-8
679,-8
680,-8
681,-8
682,-8
683,-8
684,-8
685,-8
686,-8
687,-8
688,-8
689,-8
690,-8
691,-8
692,-8
693,-8
694,-8
695,-8
696,-8
697,-8
698,-8
699,-8
700,-8
701,-8
702,-8
703,-8
704,-8
705,-8
706,-8
707,-8
708,-8
709,-8
710,-8
711,-8
712,-8
713,-8
714,-8
715,-8
716,-8
717,-8
718,-8
719,-8
720,-8
721,-8
722,-8
723,-8
724,-8
725,-8
726,-8
727,-8
728,-8
729,-8
730,-8
731,-8
732,-8
733,-8
734,-8
735,-8
736,-8
737,-8
738,-8
739,-8
740,-8
741,-8
742,-8
743,-8
744,-8
745,-8
746,-8
747,-8
748,-8
749,-8
750,-8
751,-8
752,-8
753,-8
754,-8
755,-8
756,-8
757,-8
758,-8
759,-8
760,-8
761,-8
762,-8
763,-8
764,-8
765,-8
766,-8
767,-8
768,-8
769,-8
770,-8
771,-8
772,-8
773,-8
774,-8
775,-8
776,-8
777,-8
778,-8
779,-8
780,-8
781,-8
782,-8
783,-8
784,-8
785,-8
786,-8
787,-8
788,-8
789,-8
790,-8
791,-8
792,-8
793,-8
794,-8
795,-8
796,-8
797,-8
798,-8
799,-8
800,-8
801,-8
802,-8
803,-8
804,-8
805,-8
806,-8
807,-8
808,-8
809,-8
810,-8
811,-8
812,-8
813,-8
814,-8
815,-8
816,-8
817,-8
818,-8
819,-8
820,-8
821,-8
822,-8
823,-8
824,-8
825,-8
826,-8
827,-8
828,-8
829,-8
830,-8
831,-8
832,-8
833,-8
834,-8
835,-8
836,-8
837,-8
838,-8
839,-8
840,-8
841,-8
842,-8
843,-8
844,-8
845,-8
846,-8
847,-8
848,-8
849,-8
850,-8
851,-8
852,-8
853,-8
854,-8
855,-8
856,-8
857,-8
858,-8
859,-8
860,-8
861,-8
862,-8
863,-8
864,-8
865,-8
866,-8
867,-8
868,-8
869,-8
870,-8
871,-8
872,-8
873,-8
874,-8
875,-8
876,-8
877,-8
878,-8
879,-8
880,-8
881,-8
882,-8
883,-8
884,-8
885,-8
886,-8
887,-8
888,-8
889,-8
890,-8
891,-8
892,-8
893,-8
894,-8
895,-8
896,-8
897,-8
898,-8
899,-8
900,-8
901,-8
902,-8
903,-8
904,-8
905,-8
906,-8
907,-8
908,-8
909,-8
910,-8
911,-8
912,-8
913,-8
914,-8
915,-8
916,-8
917,-8
918,-8
919,-8
920,-8
921,-8
922,-8
923,-8
924,-8
925,-8
926,-8
927,-8
928,-8
929,-8
930,-8
931,-8
932,-8
933,-8
934,-8
935,-8
936,-8
937,-8
938,-8
939,-8
940,-8
941,-8
942,-8
943,-8
944,-8
945,-8
946,-8
947,-8
948,-8
949,-8
950,-8
951,-8
952,-8
953,-8
954,-8
955,-8
956,-8
957,-8
958,-8
959,-8
960,-8
961,-8
962,-8
963,-8
964,-8
965,-8
966,-8
967,-8
968,-8
969,-8
970,-8
971,-8
972,-8
973,-8
974,-8
975,-8
976,-8
977,-8
978,-8
979,-8
980,-8
981,-8
982,-8
983,-8
984,-8
985,-8
986,-8
987,-8
988,-8
989,-8
990,-8
991,-8
992,-8
993,-8
994,-8
995,-8
996,-8
997,-8
998,-8
999,-8
1000,-8
1001,-8
1002,-8
1003,-8
1004,-8
1005,-8
1006,-8
1007,-8
1008,-8
1009,-8
1010,-6
1011,-6
1012,-6
1013,-6
1014,-6
1015,-6
1016,-6
1017,-6
1018,-6
1019,-6
1020,-6
1021,-6
1022,-6
1023,-6
1024,-6
1025,-6
1026,-6
1027,-6
1028,-6
1029,-6
1030,-6
1031,-6
1032,-6
1033,-6
1034,-6
1035,-6
1036,-6
1037,-6
1038,-6
1039,-6
1040,-6
1041,-6
1042,-6
1043,-6
1044,-6
1045,-6
1046,-6
1047,-6
1048,-6
1049,-6
1050,-6
1051,-6
1052,-6
1053,-6
1054,-6
1055,-6
1056,-6
1057,-6
1058,-6
1059,-6
1060,-6
1061,-6
1062,-6
1063,-6
1064,-6
1065,-6
1066,-6
1067,-6
1068,-6
1069,-6
1070,-6
1071,-6
1072,-6
1073,-6
1074,-6
1075,-6
1076,-6
1077,-6
1078,-6
1079,-6
1080,-6
1081,-6
1082,-6
1083,-6
1084,-6
1085,-6
1086,-6
1087,-6
1088,-6
1089,-6
1090,-6
1091,-6
1092,-6
1093,-6
1094,-6
1095,-6
1096,-6
1097,-6
1098,-6
1099,-6
1100,-6
1101,-6
1102,-6
1103,-6
1104,-6
1105,-6
1106,-6
1107,-6
1108,-6
1109,-6
1110,-6
1111,-6
1112,-6
1113,-6
1114,-6
1115,-6
1116,-6
1117,-6
1118,-6
1119,-6
1120,-6
1121,-6
1122,-6
1123,-6
1124,-6
1125,-6
1126,-6
1127,-6
1128,-6
1129,-6
1130,-6
1131,-6
1132,-6
1133,-6
1134,-6
1135,-6
1136,-6
1137,-6
1138,-6
1139,-6
1140,-6
1141,-6
1142,-6
1143,-6
1144,-6
1145,-6
1146,-6
1147,-6
1148,-6
1149,-6
1150,-6
1151,-6
1152,-6
1153,-6
1154,-6
1155,-6
1156,-6
1157,-6
1158,-6
1159,-6
1160,-6
1161,-6
1162,-6
1163,-6
1164,-6
1165,-6
1166,-6
1167,-6
1168,-6
1169,-6
1170,-6
1171,-6
1172,-6
1173,-6
1174,-6
1175,-6
1176,-6
1177,-6
1178,-6
1179,-6
1180,-6
1181,-6
1182,-6
1183,-6
1184,-6
1185,-6
1186,-6
1187,-6
1188,-6
1189,-6
1190,-6
1191,-6
1192,-6
1193,-6
1194,-6
1195,-6
1196,-6
1197,-6
1198,-6
1199,-6
1200,-6
1201,-6
1202,-6
1203,-6
1204,-6
1205,-6
1206,-6
1207,-6
1208,-6
1209,-6
1210,-6
1211,-6
1212,-6
1213,-6
1214,-6
1215,-6
1216,-6
1217,-6
1218,-6
1219,-6
1220,-6
1221,-6
1222,-6
1223,-6
1224,-6
1225,-6
1226,-6
1227,-6
1228,-6
1229,-6
1230,-6
1231,-6
1232,-6
1233,-6
1234,-6
1235,-6
1236,-6
1237,-6
1238,-6
1239,-6
1240,-6
1241,-6
1242,-6
1243,-6
1244,-6
1245,-6
1246,-6
1247,-6
1248,-6
1249,-6
1250,-6
1251,-6
1252,-6
1253,-6
1254,-6
1255,-6
1256,-6
1257,-6
1258,-6
1259,-6
1260,-6
1261,-6
1262,-6
1263,-6
1264,-6
1265,-6
1266,-6
1267,-6
1268,-6
1269,-6
1270,-6
1271,-6
1272,-6
1273,-6
1274,-6
1275,-6
1276,-6
1277,-6
1278,-6
1279,-6
1280,-6
1281,-6
1282,-6
1283,-6
1284,-6
1285,-6
1286,-6
1287,-6
1288,-6
1289,-6
1290,-6
1291,-6
1292,-6
1293,-6
1294,-6
1295,-6
1296,-6
1297,-6
1298,-6
1299,-6
1300,-6
1301,-6
1302,-6
1303,-6
1304,-6
1305,-6
1306,-6
1307,-6
1308,-6
1309,-6
1310,-6
1311,-6
1312,-6
1313,-6
1314,-6
1315,-6
1316,-6
1317,-6
1318,-6
1319,-6
1320,-6
1321,-6
1322,-6
1323,-6
1324,-6
1325,-6
1326,-6
1327,-6
1328,-6
1329,-6
1330,-6
1331,-6
1332,-6
1333,-6
1334,-6
1335,-6
1336,-6
1337,-6
1338,-6
1339,-6
1340,-6
1341,-6
1342,-6
1343,-6
1344,-6
1345,-6
1346,-6
1347,-6
1348,-6
1349,-6
1350,-6
1351,-6
1352,-6
1353,-6
1354,-6
1355,-6
1356,-6
1357,-6
1358,-6
1359,-6
1360,-6
1361,-6
1362,-6
1363,-6
1364,-6
1365,-6
1366,-6
1367,-6
1368,-6
1369,-6
1370,-6
1371,-6
1372,-6
1373,-6
1374,-6
1375,-6
1376,-6
1377,-6
1378,-6
1379,-6
1380,-6
1381,-6
1382,-6
1383,-6
1384,-6
1385,-6
1386,-6
1387,-6
1388,-6
1389,-6
1390,-6
1391,-6
1392,-6
1393,-6
1394,-6
1395,-6
1396,-6
1397,-6
1398,-6
1399,-6
1400,-6
1401,-6
1402,-6
1403,-6
1404,-6
1405,-6
1406,-6
1407,-6
1408,-6
1409,-6
1410,-6
1411,-6
1412,-6
1413,-6
1414,-6
1415,-6
1416,-6
1417,-6
1418,-6
1419,-6
1420,-6
1421,-6
1422,-6
1423,-6
1424,-6
1425,-6
1426,-6
1427,-6
1428,-6
1429,-6
1430,-6
1431,-6
1432,-6
1433,-6
1434,-6
1435,-6
1436,-6
1437,-6
1438,-6
1439,-6
1440,-6
1441,-6
1442,-6
1443,-6
1444,-6
1445,-6
1446,-6
1447,-6
1448,-6
1449,-6
1450,-6
1451,-6
1452,-6
1453,-6
1454,-6
1455,-6
1456,-6
1457,-6
1458,-6
1459,-6
1460,-6
1461,-6
1462,-6
1463,-6
1464,-6
1465,-6
1466,-6
1467,-6
1468,-6
1469,-6
1470,-6
1471,-6
1472,-6
1473,-6
1474,-6
1475,-6
1476,-6
1477,-6
1478,-6
1479,-6
1480,-6
1481,-6
1482,-6
1483,-6
1484,-6
1485,-6
1486,-6
1487,-6
1488,-6
1489,-6
1490,-6
1491,-6
1492,-6
1493,-6
1494,-6
1495,-6
1496,-6
1497,-6
1498,-6
1499,-6
1500,-6
1501,-6
1502,-6
1503,-6
1504,-6
1505,-6
1506,-6
1507,-6
1508,-6
1509,-6
1510,-6
1511,-6
1512,-6
1513,-6
1514,-6
1515,-6
1516,-6
1517,-6
1518,-6
1519,-6
1520,-6
1521,-6
1522,-6
1523,-6
1524,-6
1525,-6
1526,-6
1527,-6
1528,-6
1529,-6
1530,-6
1531,-6
1532,-6
1533,-6
1534,-6
1535,-6
1536,-6
1537,-6
1538,-6
1539,-6
1540,-6
1541,-6
1542,-6
1543,-6
1544,-6
1545,-6
1546,-6
1547,-6
1548,-6
1549,-6
1550,-6
1551,-6
1552,-6
1553,-6
1554,-6
1555,-6
1556,-6
1557,-6
1558,-6
1559,-6
1560,-6
1561,-6
1562,-6
1563,-6
1564,-6
1565,-6
1566,-6
1567,-6
1568,-6
1569,-6
1570,-6
1571,-6
1572,-6
1573,-6
1574,-6
1575,-6
1576,-6
1577,-6
1578,-6
1579,-6
1580,-6
1581,-6
1582,-6
1583,-6
1584,-6
1585,-6
1586,-6
1587,-6
1588,-6
1589,-6
1590,-6
1591,-6
1592,-6
1593,-6
1594,-6
1595,-6
1596,-6
1597,-6
1598,-6
1599,-6
1600,-6
1601,-6
1602,-6
1603,-6
1604,-6
1605,-6
1606,-6
1607,-6
1608,-6
1609,-6
1610,-6
1611,-6
1612,-6
1613,-6
1614,-6
1615,-6
1616,-6
1617,-6
1618,-6
1619,-6
1620,-6
1621,-6
1622,-6
1623,-6
1624,-6
1625,-6
1626,-6
1627,-6
1628,-6
1629,-6
1630,-6
1631,-6
1632,-6
1633,-6
1634,-6
1635,-6
1636,-6
1637,-6
1638,-6
1639,-6
1640,-6
1641,-6
1642,-6
1643,-6
1644,-6
1645,-6
1646,-6
1647,-6
1648,-6
1649,-6
1650,-6
1651,-6
1652,-6
1653,-6
1654,-6
1655,-6
1656,-6
1657,-6
1658,-6
1659,-6
1660,-6
1661,-6
1662,-6
1663,-6
1664,-6
1665,-6
1666,-6
1667,-6
1668,-6
1669,-6
1670,-6
1671,-6
1672,-6
1673,-6
1674,-6
1675,-6
1676,-6
1677,-6
1678,-6
1679,-6
1680,-6
1681,-6
1682,-6
1683,-6
1684,-6
1685,-6
1686,-6
1687,-6
1688,-6
1689,-6
1690,-6
1691,-6
1692,-6
1693,-6
1694,-6
1695,-6
1696,-6
1697,-6
1698,-6
1699,-6
1700,-6
1701,-6
1702,-6
1703,-6
1704,-6
1705,-6
1706,-6
1707,-6
1708,-6
1709,-6
1710,-6
1711,-6
1712,-6
1713,-6
1714,-6
1715,-6
1716,-6
1717,-6
1718,-6
1719,-6
1720,-6
1721,-6
1722,-6
1723,-6
1724,-6
1725,-6
1726,-6
1727,-6
1728,-6
1729,-6
1730,-6
1731,-6
1732,-6
1733,-6
1734,-6
1735,-6
1736,-6
1737,-6
1738,-6
1739,-6
1740,-6
1741,-6
1742,-6
1743,-6
1744,-6
1745,-6
1746,-6
1747,-6
1748,-6
1749,-6
1750,-6
1751,-6
1752,-6
1753,-6
1754,-6
1755,-6
1756,-6
1757,-6
1758,-6
1759,-6
1760,-6
1761,-6
1762,-6
1763,-6
1764,-6
1765,-6
1766,-6
1767,-6
1768,-6
1769,-6
1770,-6
1771,-6
1772,-6
1773,-6
1774,-6
1775,-6
1776,-6
1777,-6
1778,-6
1779,-6
1780,-6
1781,-6
1782,-6
1783,-6
1784,-6
1785,-6
1786,-6
1787,-6
1788,-6
1789,-6
1790,-6
1791,-6
1792,-6
1793,-6
1794,-6
1795,-6
1796,-6
1797,-6
1798,-6
1799,-6
1800,-6
1801,-6
1802,-6
1803,-6
1804,-6
1805,-6
1806,-6
1807,-6
1808,-6
1809,-6
1810,-6
1811,-6
1812,-6
1813,-6
1814,-6
1815,-6
1816,-6
1817,-6
1818,-6
1819,-6
1820,-6
1821,-6
1822,-6
1823,-6
1824,-6
1825,-6
1826,-6
1827,-6
1828,-6
1829,-6
1830,-6
1831,-6
1832,-6
1833,-6
1834,-6
1835,-6
1836,-6
1837,-6
1838,-6
1839,-6
1840,-6
1841,-6
1842,-6
1843,-6
1844,-4
1845,-4
1846,-4
1847,-4
1848,-4
1849,-4
1850,-4
1851,-4
1852,-4
1853,-4
1854,-4
1855,-4
1856,-4
1857,-4
1858,-4
1859,-4
1860,-4
1861,-4
1862,-4
1863,-4
1864,-4
1865,-4
1866,-4
1867,-4
1868,-4
1869,-4
1870,-4
1871,-4
1872,-4
1873,-4
1874,-4
1875,-4
1876,-4
1877,-4
1878,-4
1879,-4
1880,-4
1881,-4
1882,-4
1883,-4
1884,-4
1885,-4
1886,-4
1887,-4
1888,-4
1889,-4
1890,-4
1891,-4
1892,-4
1893,-4
1894,-4
1895,-4
1896,-4
1897,-4
1898,-4
1899,-4
1900,-4
1901,-4
1902,-4
1903,-4
1904,-4
1905,-4
1906,-4
1907,-4
1908,-4
1909,-4
1910,-4
1911,-4
1912,-4
1913,-4
1914,-4
1915,-4
1916,-4
1917,-4
1918,-4
1919,-4
1920,-4
1921,-4
1922,-4
1923,-4
1924,-4
1925,-4
1926,-4
1927,-4
1928,-4
1929,-4
1930,-4
1931,-4
1932,-4
1933,-4
1934,-4
1935,-4
1936,-4
1937,-4
1938,-4
1939,-4
1940,-4
1941,-4
1942,-4
1943,-4
1944,-4
1945,-4
1946,-4
1947,-4
1948,-4
1949,-4
1950,-4
1951,-4
1952,-4
1953,-4
1954,-4
1955,-4
1956,-4
1957,-4
1958,-4
1959,-4
1960,-4
1961,-4
1962,-4
1963,-4
1964,-4
1965,-4
1966,-4
1967,-4
1968,-4
1969,-4
1970,-4
1971,-4
1972,-4
1973,-4
1974,-4
1975,-4
1976,-4
1977,-4
1978,-4
1979,-4
1980,-4
1981,-4
1982,-4
1983,-4
1984,-4
1985,-4
1986,-4
1987,-4
1988,-4
1989,-4
1990,-4
1991,-4
1992,-4
1993,-4
1994,-4
1995,-4
1996,-4
1997,-4
1998,-4
1999,-4
2000,-4
2001,-4
2002,-4
2003,-4
2004,-4
2005,-4
2006,-4
2007,-4
2008,-4
2009,-4
2010,-4
2011,-4
2012,-4
2013,-4
2014,-4
2015,-4
2016,-4
2017,-4
2018,-4
2019,-4
2020,-4
2021,-4
2022,-4
2023,-4
2024,-4
2025,-4
2026,-4
2027,-4
2028,-4
2029,-4
2030,-4
2031,-4
2032,-4
2033,-4
2034,-4
2035,-4
2036,-4
2037,-4
2038,-4
2039,-4
2040,-4
2041,-4
2042,-4
2043,-4
2044,-4
2045,-4
2046,-4
2047,-4
2048,-4
2049,-4
2050,-4
2051,-4
2052,-4
2053,-4
2054,-4
2055,-4
2056,-4
2057,-4
2058,-4
2059,-4
2060,-4
2061,-4
2062,-4
2063,-4
2064,-4
2065,-4
2066,-4
2067,-4
2068,-4
2069,-4
2070,-4
2071,-4
2072,-4
2073,-4
2074,-4
2075,-4
2076,-4
2077,-4
2078,-4
2079,-4
2080,-4
2081,-4
2082,-4
2083,-4
2084,-4
2085,-4
2086,-4
2087,-4
2088,-4
2089,-4
2090,-4
2091,-4
2092,-4
2093,-4
2094,-4
2095,-4
2096,-4
2097,-4
2098,-4
2099,-4
2100,-4
2101,-4
2102,-4
2103,-4
2104,-4
2105,-4
2106,-4
2107,-4
2108,-4
2109,-4
2110,-4
2111,-4
2112,-4
2113,-4
2114,-4
2115,-4
2116,-4
2117,-4
2118,-4
2119,-4
2120,-4
2121,-4
2122,-4
2123,-4
2124,-4
2125,-4
2126,-4
2127,-4
2128,-4
2129,-4
2130,-4
2131,-4
2132,-4
2133,-4
2134,-4
2135,-4
2136,-4
2137,-4
2138,-4
2139,-4
2140,-4
2141,-4
2142,-4
2143,-4
2144,-4
2145,-4
2146,-4
2147,-4
2148,-4
2149,-4
2150,-4
2151,-4
2152,-4
2153,-4
2154,-4
2155,-4
2156,-4
2157,-4
2158,-4
2159,-4
2160,-4
2161,-4
2162,-4
2163,-4
2164,-4
2165,-4
2166,-4
2167,-4
2168,-4
2169,-4
2170,-4
2171,-4
2172,-4
2173,-4
2174,-4
2175,-4
2176,-4
2177,-4
2178,-4
2179,-4
2180,-4
2181,-4
2182,-4
2183,-4
2184,-4
2185,-4
2186,-4
2187,-4
2188,-4
2189,-4
2190,-4
2191,-4
2192,-4
2193,-4
2194,-4
2195,-4
2196,-4
2197,-4
2198,-4
2199,-4
2200,-4
2201,-4
2202,-4
2203,-4
2204,-4
2205,-4
2206,-4
2207,-4
2208,-4
2209,-4
2210,-4
2211,-4
2212,-4
2213,-4
2214,-4
2215,-4
2216,-4
2217,-4
2218,-4
2219,-4
2220,-4
2221,-4
2222,-4
2223,-4
2224,-4
2225,-4
2226,-4
2227,-4
2228,-4
2229,-4
2230,-4
2231,-4
2232,-4
2233,-4
2234,-4
2235,-4
2236,-4
2237,-4
2238,-4
2239,-4
2240,-4
2241,-4
2242,-4
2243,-4
2244,-4
2245,-4
2246,-4
2247,-4
2248,-4
2249,-4
2250,-4
2251,-4
2252,-4
2253,-4
2254,-4
2255,-4
2256,-4
2257,-4
2258,-4
2259,-4
2260,-4
2261,-4
2262,-4
2263,-4
2264,-4
2265,-4
2266,-4
2267,-4
2268,-4
2269,-4
2270,-4
2271,-4
2272,-4
2273,-4
2274,-4
2275,-4
2276,-4
2277,-4
2278,-4
2279,-4
2280,-4
2281,-4
2282,-4
2283,-4
2284,-4
2285,-4
2286,-4
2287,-4
2288,-4
2289,-4
2290,-4
2291,-4
2292,-4
2293,-4
2294,-4
2295,-4
2296,-4
2297,-4
2298,-4
2299,-4
2300,-4
2301,-4
2302,-4
2303,-4
2304,-4
2305,-4
2306,-4
2307,-4
2308,-4
2309,-4
2310,-4
2311,-4
2312,-4
2313,-4
2314,-4
2315,-4
2316,-4
2317,-4
2318,-4
2319,-4
2320,-4
2321,-4
2322,-4
2323,-4
2324,-4
2325,-4
2326,-4
2327,-4
2328,-4
2329,-4
2330,-4
2331,-4
2332,-4
2333,-4
2334,-4
2335,-4
2336,-4
2337,-4
2338,-4
2339,-4
2340,-4
2341,-4
2342,-4
2343,-4
2344,-4
2345,-4
2346,-4
2347,-4
2348,-4
2349,-4
2350,-4
2351,-4
2352,-4
2353,-4
2354,-4
2355,-4
2356,-4
2357,-4
2358,-4
2359,-4
2360,-4
2361,-4
2362,-4
2363,-4
2364,-4
2365,-4
2366,-4
2367,-4
2368,-4
2369,-4
2370,-4
2371,-4
2372,-4
2373,-4
2374,-4
2375,-4
2376,-4
2377,-4
2378,-4
2379,-4
2380,-4
2381,-4
2382,-4
2383,-4
2384,-4
2385,-4
2386,-4
2387,-4
2388,-4
2389,-4
2390,-4
2391,-4
2392,-4
2393,-4
2394,-4
2395,-4
2396,-4
2397,-4
2398,-4
2399,-4
2400,-4
2401,-4
2402,-4
2403,-4
2404,-4
2405,-4
2406,-4
2407,-4
2408,-4
2409,-4
2410,-4
2411,-4
2412,-4
2413,-4
2414,-4
2415,-4
2416,-4
2417,-4
2418,-4
2419,-4
2420,-4
2421,-4
2422,-4
2423,-4
2424,-4
2425,-4
2426,-4
2427,-4
2428,-4
2429,-4
2430,-4
2431,-4
2432,-4
2433,-4
2434,-4
2435,-4
2436,-4
2437,-4
2438,-4
2439,-4
2440,-4
2441,-4
2442,-4
2443,-4
2444,-4
2445,-4
2446,-4
2447,-4
2448,-4
2449,-4
2450,-4
2451,-4
2452,-4
2453,-4
2454,-4
2455,-4
2456,-4
2457,-4
2458,-4
2459,-4
2460,-4
2461,-4
2462,-4
2463,-4
2464,-4
2465,-4
2466,-4
2467,-4
2468,-4
2469,-4
2470,-4
2471,-4
2472,-4
2473,-4
2474,-4
2475,-4
2476,-4
2477,-4
2478,-4
2479,-4
2480,-4
2481,-4
2482,-4
2483,-4
2484,-4
2485,-4
2486,-4
2487,-4
2488,-4
2489,-4
2490,-4
2491,-4
2492,-4
2493,-4
2494,-4
2495,-4
2496,-4
2497,-4
