Step,Value
340,-7
341,-7
342,-7
343,-7
344,-7
345,-7
346,-7
347,-7
348,-7
349,-7
350,-7
351,-7
352,-7
353,-7
354,-7
355,-7
356,-7
357,-7
358,-7
359,-7
360,-7
361,-7
362,-7
363,-7
364,-7
365,-7
366,-7
367,-7
368,-7
369,-7
370,-7
371,-7
372,-7
373,-7
374,-7
375,-7
376,-7
377,-7
378,-7
379,-7
380,-7
381,-7
382,-7
383,-7
384,-7
385,-7
386,-7
387,-7
388,-7
389,-7
390,-7
391,-7
392,-7
393,-7
394,-7
395,-7
396,-7
397,-7
398,-7
399,-7
400,-7
401,-7
402,-7
403,-7
404,-7
405,-7
406,-7
407,-7
408,-7
409,-7
410,-7
411,-7
412,-7
413,-7
414,-7
415,-7
416,-7
417,-7
418,-7
419,-7
420,-7
421,-7
422,-7
423,-7
424,-7
425,-7
426,-7
427,-7
428,-7
429,-7
430,-7
431,-7
432,-7
433,-7
434,-7
435,-7
436,-7
437,-7
438,-7
439,-7
440,-7
441,-7
442,-7
443,-7
444,-7
445,-7
446,-7
447,-7
448,-7
449,-7
450,-7
451,-7
452,-7
453,-7
454,-7
455,-7
456,-7
457,-7
458,-7
459,-7
460,-7
461,-7
462,-7
463,-7
464,-7
465,-7
466,-7
467,-7
468,-7
469,-7
470,-7
471,-7
472,-7
473,-7
474,-7
475,-7
476,-7
477,-7
478,-7
479,-7
480,-7
481,-7
482,-7
483,-7
484,-7
485,-7
486,-7
487,-7
488,-7
489,-7
490,-7
491,-7
492,-7
493,-7
494,-7
495,-7
496,-7
497,-7
498,-7
499,-7
500,-7
501,-7
502,-7
503,-7
504,-7
505,-7
506,-7
507,-7
508,-7
509,-7
510,-7
511,-7
512,-7
513,-7
514,-7
515,-7
516,-7
517,-7
518,-7
519,-7
520,-7
521,-7
522,-7
523,-7
524,-7
525,-7
526,-7
527,-7
528,-7
529,-7
530,-7
531,-7
532,-7
533,-7
534,-7
535,-7
536,-7
537,-7
538,-7
539,-7
540,-7
541,-7
542,-7
543,-7
544,-7
545,-7
546,-7
547,-7
548,-7
549,-7
550,-7
551,-7
552,-7
553,-7
554,-7
555,-7
556,-7
557,-7
558,-7
559,-7
560,-7
561,-7
562,-7
563,-7
564,-7
565,-7
566,-7
567,-7
568,-7
569,-7
570,-5
571,-5
572,-5
573,-5
574,-5
575,-5
576,-5
577,-5
578,-5
579,-5
580,-5
581,-5
582,-5
583,-5
584,-5
585,-5
586,-5
587,-5
588,-5
589,-5
590,-5
591,-5
592,-5
593,-5
594,-5
595,-5
596,-5
597,-5
598,-5
599,-5
600,-5
601,-5
602,-5
603,-5
604,-5
605,-5
606,-5
607,-5
608,-5
609,-5
610,-5
611,-5
612,-5
613,-5
614,-5
615,-5
616,-5
617,-5
618,-5
619,-5
620,-5
621,-5
622,-5
623,-5
624,-5
625,-5
626,-5
627,-5
628,-5
629,-5
630,-5
631,-5
632,-5
633,-5
634,-5
635,-5
636,-5
637,-5
638,-5
639,-5
640,-5
641,-5
642,-5
643,-5
644,-5
645,-5
646,-5
647,-5
648,-5
649,-5
650,-5
651,-5
652,-5
653,-5
654,-5
655,-5
656,-5
657,-5
658,-5
659,-5
660,-5
661,-5
662,-5
663,-5
664,-5
665,-5
666,-5
667,-5
668,-5
669,-5
670,-5
671,-5
672,-5
673,-5
674,-5
675,-5
676,-5
677,-5
678,-5
679,-5
680,-5
681,-5
682,-5
683,-5
684,-5
685,-5
686,-5
687,-5
688,-5
689,-5
690,-5
691,-5
692,-5
693,-5
694,-5
695,-5
696,-5
697,-5
698,-5
699,-5
700,-5
701,-5
702,-5
703,-5
704,-5
705,-5
706,-5
707,-5
708,-5
709,-5
710,-5
711,-5
712,-5
713,-5
714,-5
715,-5
716,-5
717,-5
718,-5
719,-5
720,-5
721,-5
722,-5
723,-5
724,-5
725,-5
726,-5
727,-5
728,-5
729,-5
730,-5
731,-5
732,-5
733,-5
734,-5
735,-5
736,-5
737,-5
738,-5
739,-5
740,-5
741,-5
742,-5
743,-5
744,-5
745,-5
746,-5
747,-5
748,-5
749,-5
750,-5
751,-5
752,-5
753,-5
754,-5
755,-5
756,-5
757,-5
758,-5
759,-5
760,-5
761,-5
762,-5
763,-5
764,-5
765,-5
766,-5
767,-5
768,-5
769,-5
770,-5
771,-5
772,-5
773,-5
774,-5
775,-5
776,-5
777,-5
778,-5
779,-5
780,-5
781,-5
782,-5
783,-5
784,-5
785,-5
786,-5
787,-5
788,-5
789,-5
790,-5
791,-5
792,-5
793,-5
794,-5
795,-5
796,-5
797,-5
798,-5
799,-5
800,-5
801,-5
802,-5
803,-5
804,-5
805,-5
806,-5
807,-5
808,-5
809,-5
810,-5
811,-5
812,-5
813,-5
814,-5
815,-5
816,-5
817,-5
818,-5
819,-5
820,-5
821,-5
822,-5
823,-5
824,-5
825,-5
826,-5
827,-5
828,-5
829,-5
830,-5
831,-5
832,-5
833,-5
834,-5
835,-5
836,-5
837,-5
838,-5
839,-5
840,-5
841,-5
842,-5
843,-5
844,-5
845,-5
846,-5
847,-5
848,-5
849,-5
850,-5
851,-5
852,-5
853,-5
854,-5
855,-5
856,-5
857,-5
858,-5
859,-5
860,-5
861,-5
862,-5
863,-5
864,-5
865,-5
866,-5
867,-5
868,-5
869,-5
870,-5
871,-5
872,-5
873,-5
874,-5
875,-5
876,-5
877,-5
878,-5
879,-5
880,-5
881,-5
882,-5
883,-5
884,-5
885,-5
886,-5
887,-5
888,-5
889,-5
890,-5
891,-5
892,-5
893,-5
894,-5
895,-5
896,-5
897,-5
898,-5
899,-5
900,-5
901,-5
902,-5
903,-5
904,-5
905,-5
906,-5
907,-5
908,-5
909,-5
910,-5
911,-5
912,-5
913,-5
914,-5
915,-5
916,-5
917,-5
918,-5
919,-5
920,-5
921,-5
922,-5
923,-5
924,-5
925,-5
926,-5
927,-5
928,-5
929,-5
930,-5
931,-5
932,-5
933,-5
934,-5
935,-5
936,-5
937,-5
938,-5
939,-5
940,-5
941,-5
942,-5
943,-5
944,-5
945,-5
946,-5
947,-5
948,-5
949,-5
950,-5
951,-5
952,-5
953,-5
954,-5
955,-5
956,-5
957,-5
958,-5
959,-5
960,-5
961,-5
962,-5
963,-5
964,-5
965,-5
966,-5
967,-5
968,-5
969,-5
970,-5
971,-5
972,-5
973,-5
974,-5
975,-5
976,-5
977,-5
978,-5
979,-5
980,-5
981,-5
982,-5
983,-5
984,-5
985,-5
986,-5
987,-5
988,-5
989,-5
990,-5
991,-5
992,-5
993,-5
994,-5
995,-5
996,-5
997,-5
998,-5
999,-5
1000,-5
1001,-5
1002,-5
1003,-5
1004,-5
1005,-5
1006,-5
1007,-5
1008,-5
1009,-5
1010,-5
1011,-5
1012,-5
1013,-5
1014,-5
1015,-5
1016,-5
1017,-5
1018,-5
1019,-5
1020,-5
1021,-5
1022,-5
1023,-5
1024,-5
1025,-5
1026,-5
1027,-5
1028,-5
1029,-5
1030,-5
1031,-5
1032,-5
1033,-5
1034,-5
1035,-5
1036,-5
1037,-5
1038,-5
1039,-5
1040,-5
1041,-5
1042,-5
1043,-5
1044,-5
1045,-5
1046,-5
1047,-5
1048,-5
1049,-5
1050,-5
1051,-5
1052,-5
1053,-5
1054,-5
1055,-5
1056,-5
1057,-5
1058,-5
1059,-5
1060,-5
1061,-5
1062,-5
1063,-5
1064,-5
1065,-5
1066,-5
1067,-5
1068,-5
1069,-5
1070,-5
1071,-5
1072,-5
1073,-5
1074,-5
1075,-5
1076,-5
1077,-5
1078,-5
1079,-5
1080,-5
1081,-5
1082,-5
1083,-5
1084,-5
1085,-5
1086,-5
1087,-5
1088,-5
1089,-5
1090,-5
1091,-5
1092,-5
1093,-5
1094,-5
1095,-5
1096,-5
1097,-5
1098,-5
1099,-5
1100,-5
1101,-5
1102,-5
1103,-5
1104,-5
1105,-5
1106,-5
1107,-5
1108,-5
1109,-5
1110,-5
1111,-5
1112,-5
1113,-5
1114,-5
1115,-5
1116,-5
1117,-5
1118,-5
1119,-5
1120,-5
1121,-5
1122,-5
1123,-5
1124,-5
1125,-5
1126,-5
1127,-5
1128,-5
1129,-5
1130,-5
1131,-5
1132,-5
1133,-5
1134,-5
1135,-5
1136,-5
1137,-5
1138,-5
1139,-5
1140,-5
1141,-5
1142,-5
1143,-5
1144,-5
1145,-5
1146,-5
1147,-5
1148,-5
1149,-5
1150,-5
1151,-5
1152,-5
1153,-5
1154,-5
1155,-5
1156,-5
1157,-5
1158,-5
1159,-5
1160,-5
1161,-5
1162,-5
1163,-5
1164,-5
1165,-5
1166,-5
1167,-5
1168,-5
1169,-5
1170,-5
1171,-5
1172,-5
1173,-5
1174,-5
1175,-5
1176,-5
1177,-5
1178,-5
1179,-5
1180,-5
1181,-5
1182,-5
1183,-5
1184,-5
1185,-5
1186,-5
1187,-5
1188,-5
1189,-5
1190,-5
1191,-5
1192,-5
1193,-5
1194,-5
1195,-5
1196,-5
1197,-5
1198,-5
1199,-5
1200,-5
1201,-5
1202,-5
1203,-5
1204,-5
1205,-5
1206,-5
1207,-5
1208,-5
1209,-5
1210,-5
1211,-5
1212,-5
1213,-5
1214,-5
1215,-5
1216,-5
1217,-5
1218,-5
1219,-5
1220,-5
1221,-5
1222,-5
1223,-5
1224,-5
1225,-5
1226,-5
1227,-5
1228,-5
1229,-5
1230,-5
1231,-5
1232,-5
1233,-5
1234,-5
1235,-5
1236,-5
1237,-5
1238,-5
1239,-5
1240,-5
1241,-5
1242,-5
1243,-5
1244,-5
1245,-5
1246,-5
1247,-5
1248,-5
1249,-5
1250,-5
1251,-5
1252,-5
1253,-5
1254,-5
1255,-5
1256,-5
1257,-5
1258,-5
1259,-5
1260,-5
1261,-5
1262,-5
1263,-5
1264,-5
1265,-5
1266,-5
1267,-5
1268,-5
1269,-5
1270,-5
1271,-5
1272,-5
1273,-5
1274,-5
1275,-5
1276,-5
1277,-5
1278,-5
1279,-5
1280,-5
1281,-5
1282,-5
1283,-5
1284,-5
1285,-5
1286,-5
1287,-5
1288,-5
1289,-5
1290,-5
1291,-5
1292,-5
1293,-5
1294,-5
1295,-5
1296,-5
1297,-5
1298,-5
1299,-5
1300,-5
1301,-5
1302,-5
1303,-5
1304,-5
1305,-5
1306,-5
1307,-5
1308,-5
1309,-5
1310,-5
1311,-5
1312,-5
1313,-5
1314,-5
1315,-5
1316,-5
1317,-5
1318,-5
1319,-5
1320,-5
1321,-5
1322,-5
1323,-5
1324,-5
1325,-5
1326,-5
1327,-5
1328,-5
1329,-5
1330,-5
1331,-5
1332,-5
1333,-5
1334,-5
1335,-5
1336,-5
1337,-5
1338,-5
1339,-5
1340,-5
1341,-5
1342,-5
1343,-5
1344,-5
1345,-5
1346,-5
1347,-5
1348,-5
1349,-5
1350,-5
1351,-5
1352,-5
1353,-5
1354,-5
1355,-5
1356,-5
1357,-5
1358,-5
1359,-5
1360,-5
1361,-5
1362,-5
1363,-5
1364,-5
1365,-5
1366,-5
1367,-5
1368,-5
1369,-5
1370,-5
1371,-5
1372,-5
1373,-5
1374,-5
1375,-5
1376,-5
1377,-5
1378,-5
1379,-5
1380,-5
1381,-5
1382,-5
1383,-5
1384,-5
1385,-5
1386,-5
1387,-5
1388,-5
1389,-5
1390,-5
1391,-5
1392,-5
1393,-5
1394,-5
1395,-5
1396,-5
1397,-5
1398,-5
1399,-5
1400,-5
1401,-5
1402,-5
1403,-5
1404,-5
1405,-5
1406,-5
1407,-5
1408,-5
1409,-5
1410,-5
1411,-5
1412,-5
1413,-5
1414,-5
1415,-5
1416,-5
1417,-5
1418,-5
1419,-5
1420,-5
1421,-5
1422,-5
1423,-5
1424,-5
1425,-5
1426,-5
1427,-5
1428,-5
1429,-5
1430,-5
1431,-5
1432,-5
1433,-5
1434,-5
1435,-5
1436,-5
1437,-5
1438,-5
1439,-5
1440,-5
1441,-5
1442,-5
1443,-5
1444,-5
1445,-5
1446,-5
1447,-5
1448,-5
1449,-5
1450,-5
1451,-5
1452,-5
1453,-5
1454,-5
1455,-5
1456,-5
1457,-5
1458,-5
1459,-5
1460,-5
1461,-5
1462,-5
1463,-5
1464,-5
1465,-5
1466,-5
1467,-5
1468,-5
1469,-5
1470,-5
1471,-5
1472,-5
1473,-5
1474,-5
1475,-5
1476,-5
1477,-5
1478,-5
1479,-5
1480,-5
1481,-5
1482,-5
1483,-5
1484,-5
1485,-5
1486,-5
1487,-5
1488,-5
1489,-5
1490,-5
1491,-5
1492,-5
1493,-5
1494,-5
1495,-5
1496,-5
1497,-5
1498,-5
1499,-5
1500,-5
1501,-5
1502,-5
1503,-5
1504,-5
1505,-5
1506,-5
1507,-5
1508,-5
1509,-5
1510,-5
1511,-5
1512,-5
1513,-5
1514,-5
1515,-5
1516,-5
1517,-5
1518,-5
1519,-5
1520,-5
1521,-5
1522,-5
1523,-5
1524,-5
1525,-5
1526,-5
1527,-5
1528,-5
1529,-5
1530,-5
1531,-5
1532,-5
1533,-5
1534,-5
1535,-5
1536,-5
1537,-5
1538,-5
1539,-5
1540,-5
1541,-5
1542,-5
1543,-5
1544,-5
1545,-5
1546,-5
1547,-5
1548,-5
1549,-5
1550,-5
1551,-5
1552,-5
1553,-5
1554,-5
1555,-5
1556,-5
1557,-5
1558,-5
1559,-5
1560,-5
1561,-5
1562,-5
1563,-5
1564,-5
1565,-5
1566,-5
1567,-5
1568,-5
1569,-5
1570,-5
1571,-5
1572,-5
1573,-5
1574,-5
1575,-5
1576,-5
1577,-5
1578,-5
1579,-5
1580,-5
1581,-5
1582,-5
1583,-5
1584,-5
1585,-5
1586,-5
1587,-5
1588,-3
1589,-3
1590,-3
1591,-3
1592,-3
1593,-3
1594,-3
1595,-3
1596,-3
1597,-3
1598,-3
1599,-3
1600,-3
1601,-3
1602,-3
1603,-3
1604,-3
1605,-3
1606,-3
1607,-3
1608,-3
1609,-3
1610,-3
1611,-3
1612,-3
1613,-3
1614,-3
1615,-3
1616,-3
1617,-3
1618,-3
1619,-3
1620,-3
1621,-3
1622,-3
1623,-3
1624,-3
1625,-3
1626,-3
1627,-3
1628,-3
1629,-3
1630,-3
1631,-3
1632,-3
1633,-3
1634,-3
1635,-3
1636,-3
1637,-3
1638,-3
1639,-3
1640,-3
1641,-3
1642,-3
1643,-3
1644,-3
1645,-3
1646,-3
1647,-3
1648,-3
1649,-3
1650,-3
1651,-3
1652,-3
1653,-3
1654,-3
1655,-3
1656,-3
1657,-3
1658,-3
1659,-3
1660,-3
1661,-3
1662,-3
1663,-3
1664,-3
1665,-3
1666,-3
1667,-3
1668,-3
1669,-3
1670,-3
1671,-3
1672,-3
1673,-3
1674,-3
1675,-3
1676,-3
1677,-3
1678,-3
1679,-3
1680,-3
1681,-3
1682,-3
1683,-3
1684,-3
1685,-3
1686,-3
1687,-3
1688,-3
1689,-3
1690,-3
1691,-3
1692,-3
1693,-3
1694,-3
1695,-3
1696,-3
1697,-3
1698,-3
1699,-3
1700,-3
1701,-3
1702,-3
1703,-3
1704,-3
1705,-3
1706,-3
1707,-3
1708,-3
1709,-3
1710,-3
1711,-3
1712,-3
1713,-3
1714,-3
1715,-3
1716,-3
1717,-3
1718,-3
1719,-3
1720,-3
1721,-3
1722,-3
1723,-3
1724,-3
1725,-3
1726,-3
1727,-3
1728,-3
1729,-3
1730,-3
1731,-3
1732,-3
1733,-3
1734,-3
1735,-3
1736,-3
1737,-3
1738,-3
1739,-3
1740,-3
1741,-3
1742,-3
1743,-3
1744,-3
1745,-3
1746,-3
1747,-3
1748,-3
1749,-3
1750,-3
1751,-3
1752,-3
1753,-3
1754,-3
1755,-3
1756,-3
1757,-3
1758,-3
1759,-3
1760,-3
1761,-3
1762,-3
1763,-3
1764,-3
1765,-3
1766,-3
1767,-3
1768,-3
1769,-3
1770,-3
1771,-3
1772,-3
1773,-3
1774,-3
1775,-3
1776,-3
1777,-3
1778,-3
1779,-3
1780,-3
1781,-3
1782,-3
1783,-3
1784,-3
1785,-3
1786,-3
1787,-3
1788,-3
1789,-3
1790,-3
1791,-3
1792,-3
1793,-3
1794,-3
1795,-3
1796,-3
1797,-3
1798,-3
1799,-3
1800,-3
1801,-3
1802,-3
1803,-3
1804,-3
1805,-3
1806,-3
1807,-3
1808,-3
1809,-3
1810,-3
1811,-3
1812,-3
1813,-3
1814,-3
1815,-3
1816,-3
1817,-3
1818,-3
1819,-3
1820,-3
1821,-3
1822,-3
1823,-3
1824,-3
1825,-3
1826,-3
1827,-3
1828,-3
1829,-3
1830,-3
1831,-3
1832,-3
1833,-3
1834,-3
1835,-3
1836,-3
1837,-3
1838,-3
1839,-3
1840,-3
1841,-3
1842,-3
1843,-3
1844,-3
1845,-3
1846,-3
1847,-3
1848,-3
1849,-3
1850,-3
1851,-3
1852,-3
1853,-3
1854,-3
1855,-3
1856,-3
1857,-3
1858,-3
1859,-3
1860,-3
1861,-3
1862,-3
1863,-3
1864,-3
1865,-3
1866,-3
1867,-3
1868,-3
1869,-3
1870,-3
1871,-3
1872,-3
1873,-3
1874,-3
1875,-3
1876,-3
1877,-3
1878,-3
1879,-3
1880,-3
1881,-3
1882,-3
1883,-3
1884,-3
1885,-3
1886,-3
1887,-3
1888,-3
1889,-3
1890,-3
1891,-3
1892,-3
1893,-3
1894,-3
1895,-3
1896,-3
1897,-3
1898,-3
1899,-3
1900,-3
1901,-3
1902,-3
1903,-3
1904,-3
1905,-3
1906,-3
1907,-3
1908,-3
1909,-3
1910,-3
1911,-3
1912,-3
1913,-3
1914,-3
1915,-3
1916,-3
1917,-3
1918,-3
1919,-3
1920,-3
1921,-3
1922,-3
1923,-3
1924,-3
1925,-3
1926,-3
1927,-3
1928,-3
1929,-3
1930,-3
1931,-3
1932,-3
1933,-3
1934,-3
1935,-3
1936,-3
1937,-3
1938,-3
1939,-3
1940,-3
1941,-3
1942,-3
1943,-3
1944,-3
1945,-3
1946,-3
1947,-3
1948,-3
1949,-3
1950,-3
1951,-3
1952,-3
1953,-3
1954,-3
1955,-3
1956,-3
1957,-3
1958,-3
1959,-3
1960,-3
1961,-3
1962,-3
1963,-3
1964,-3
1965,-3
1966,-3
1967,-3
1968,-3
1969,-3
1970,-3
1971,-3
1972,-3
1973,-3
1974,-3
1975,-3
1976,-3
1977,-3
1978,-3
1979,-3
1980,-3
1981,-3
1982,-3
1983,-3
1984,-3
1985,-3
1986,-3
1987,-3
1988,-3
1989,-3
1990,-3
1991,-3
1992,-3
1993,-3
1994,-3
1995,-3
1996,-3
1997,-3
1998,-3
1999,-3
2000,-3
2001,-3
2002,-3
2003,-3
2004,-3
2005,-3
2006,-3
2007,-3
2008,-3
2009,-3
2010,-3
2011,-3
2012,-3
2013,-3
2014,-3
2015,-3
2016,-3
2017,-3
2018,-3
2019,-3
2020,-3
2021,-3
2022,-3
2023,-3
2024,-3
2025,-3
2026,-3
2027,-3
2028,-3
2029,-3
2030,-3
2031,-3
2032,-3
2033,-3
2034,-3
2035,-3
2036,-3
2037,-3
2038,-3
2039,-3
2040,-3
2041,-3
2042,-3
2043,-3
2044,-3
2045,-3
2046,-3
2047,-3
2048,-3
2049,-3
2050,-3
2051,-3
2052,-3
2053,-3
2054,-3
2055,-3
2056,-3
2057,-3
2058,-3
2059,-3
2060,-3
2061,-3
2062,-3
2063,-3
2064,-3
2065,-3
2066,-3
2067,-3
2068,-3
2069,-3
2070,-3
2071,-3
2072,-3
2073,-3
2074,-3
2075,-3
2076,-3
2077,-3
2078,-3
2079,-3
2080,-3
2081,-3
2082,-3
2083,-3
2084,-3
2085,-3
2086,-3
2087,-3
2088,-3
2089,-3
2090,-3
2091,-3
2092,-3
2093,-3
2094,-3
2095,-3
2096,-3
2097,-3
2098,-3
2099,-3
2100,-3
2101,-3
2102,-3
2103,-3
2104,-3
2105,-3
2106,-3
2107,-3
2108,-3
2109,-3
2110,-3
2111,-3
2112,-3
2113,-3
2114,-3
2115,-3
2116,-3
2117,-3
2118,-3
2119,-3
2120,-3
2121,-3
2122,-3
2123,-3
2124,-3
2125,-3
2126,-3
2127,-3
2128,-3
2129,-3
2130,-3
2131,-3
2132,-3
2133,-3
2134,-3
2135,-3
2136,-3
2137,-3
2138,-3
2139,-3
2140,-3
2141,-3
2142,-3
2143,-3
2144,-3
2145,-3
2146,-3
2147,-3
2148,-3
2149,-3
2150,-3
2151,-3
2152,-3
2153,-3
2154,-3
2155,-3
2156,-3
2157,-3
2158,-3
2159,-3
2160,-3
2161,-3
2162,-3
2163,-3
2164,-3
2165,-3
2166,-3
2167,-3
2168,-3
2169,-3
2170,-3
2171,-3
2172,-3
2173,-3
2174,-3
2175,-3
2176,-3
2177,-3
2178,-3
2179,-3
2180,-3
2181,-3
2182,-3
2183,-3
2184,-3
2185,-3
2186,-3
2187,-3
2188,-3
2189,-3
2190,-3
2191,-3
2192,-3
2193,-3
2194,-3
2195,-3
2196,-3
2197,-3
2198,-3
2199,-3
2200,-3
2201,-3
2202,-3
2203,-3
2204,-3
2205,-3
2206,-3
2207,-3
2208,-3
2209,-3
2210,-3
2211,-3
2212,-3
2213,-3
2214,-3
2215,-3
2216,-3
2217,-3
2218,-3
2219,-3
2220,-3
2221,-3
2222,-3
2223,-3
2224,-3
2225,-3
2226,-3
2227,-3
2228,-3
2229,-3
2230,-3
2231,-3
2232,-3
2233,-3
2234,-3
2235,-3
2236,-3
2237,-3
2238,-3
2239,-3
2240,-3
2241,-3
2242,-3
2243,-3
2244,-3
2245,-3
2246,-3
2247,-3
2248,-3
2249,-3
2250,-3
2251,-3
2252,-3
2253,-3
2254,-3
2255,-3
2256,-3
2257,-3
2258,-3
2259,-3
2260,-3
2261,-3
2262,-3
2263,-3
2264,-3
2265,-3
2266,-3
2267,-3
2268,-3
2269,-3
2270,-3
2271,-3
2272,-3
2273,-3
2274,-3
2275,-3
2276,-3
2277,-3
2278,-3
2279,-3
2280,-3
2281,-3
2282,-3
2283,-3
2284,-3
2285,-3
2286,-3
2287,-3
2288,-3
2289,-3
2290,-3
2291,-3
2292,-3
2293,-3
2294,-3
2295,-3
2296,-3
2297,-3
2298,-3
2299,-3
2300,-3
2301,-3
2302,-3
2303,-3
2304,-3
2305,-3
2306,-3
2307,-3
2308,-3
2309,-3
2310,-3
2311,-3
2312,-3
2313,-3
2314,-3
2315,-3
2316,-3
2317,-3
2318,-3
2319,-3
2320,-3
2321,-3
2322,-3
2323,-3
2324,-3
2325,-3
2326,-3
2327,-3
2328,-3
2329,-3
2330,-3
2331,-3
2332,-3
2333,-3
2334,-3
2335,-3
2336,-3
2337,-3
2338,-3
2339,-3
2340,-3
2341,-3
2342,-3
2343,-3
2344,-3
2345,-3
2346,-3
2347,-3
2348,-3
2349,-3
2350,-3
2351,-3
2352,-3
2353,-3
2354,-3
2355,-3
2356,-3
2357,-3
2358,-3
2359,-3
2360,-3
2361,-3
2362,-3
2363,-3
2364,-3
2365,-3
2366,-3
2367,-3
2368,-3
2369,-3
2370,-3
2371,-3
2372,-3
2373,-3
2374,-3
2375,-3
2376,-3
2377,-3
2378,-3
2379,-3
2380,-3
2381,-3
2382,-3
2383,-3
2384,-3
2385,-3
2386,-3
2387,-3
2388,-3
2389,-3
2390,-3
2391,-3
2392,-3
2393,-3
2394,-3
2395,-3
2396,-3
2397,-3
2398,-3
2399,-3
2400,-3
2401,-3
2402,-3
2403,-3
2404,-3
2405,-3
2406,-3
2407,-3
2408,-3
2409,-3
2410,-3
2411,-3
2412,-3
2413,-3
2414,-3
2415,-3
2416,-3
2417,-3
2418,-3
2419,-3
2420,-3
2421,-3
2422,-3
2423,-3
2424,-3
2425,-3
2426,-3
2427,-3
2428,-3
2429,-3
2430,-3
2431,-3
2432,-3
2433,-3
2434,-3
2435,-3
2436,-3
2437,-3
2438,-3
2439,-3
2440,-3
2441,-3
2442,-3
2443,-3
2444,-3
2445,-3
2446,-3
2447,-3
2448,-3
2449,-3
2450,-3
2451,-3
2452,-3
2453,-3
2454,-3
2455,-3
2456,-3
2457,-3
2458,-3
2459,-3
2460,-3
2461,-3
2462,-3
2463,-3
2464,-3
2465,-3
2466,-3
2467,-3
2468,-3
2469,-3
2470,-3
2471,-3
2472,-3
2473,-3
2474,-3
2475,-3
2476,-3
2477,-3
2478,-3
2479,-3
2480,-3
2481,-3
2482,-3
2483,-3
2484,-3
2485,-3
2486,-3
2487,-3
2488,-3
2489,-3
2490,-3
2491,-3
2492,-3
2493,-3
2494,-3
2495,-3
2496,-3
2497,-3
